course,shift,modality,min,max
CIÊNCIA DA COMPUTAÇÃO,Matutino,1.1,"509,46","592,34"
CIÊNCIA DA COMPUTAÇÃO,Matutino,1.2,"679,16","719,12"
CIÊNCIA DA COMPUTAÇÃO,Matutino,2.1,"460,60","623,54"
CIÊNCIA DA COMPUTAÇÃO,Matutino,2.2,"690,36","758,50"
CIÊNCIA DA COMPUTAÇÃO,Matutino,3.1,"521,50","609,76"
CIÊNCIA DA COMPUTAÇÃO,Matutino,3.2,"680,98","726,90"
CIÊNCIA DA COMPUTAÇÃO,Matutino,4.1,"577,84","628,14"
CIÊNCIA DA COMPUTAÇÃO,Matutino,4.2,"734,26","774,54"
CIÊNCIA DA COMPUTAÇÃO,Matutino,x,"743,52","823,08"
CIÊNCIAS ATUARIAIS,Matutino,1.1,"505,80","505,80"
CIÊNCIAS ATUARIAIS,Matutino,1.2,"599,12","673,68"
CIÊNCIAS ATUARIAIS,Matutino,2.2,"628,94","668,70"
CIÊNCIAS ATUARIAIS,Matutino,3.1,"519,98","519,98"
CIÊNCIAS ATUARIAIS,Matutino,3.2,"628,92","673,82"
CIÊNCIAS ATUARIAIS,Matutino,4.2,"674,30","680,68"
CIÊNCIAS ATUARIAIS,Matutino,x,"682,42","753,40"
CIÊNCIAS BIOLÓGICAS,Matutino,1.1,"505,68","574,34"
CIÊNCIAS BIOLÓGICAS,Matutino,1.2,"637,32","692,26"
CIÊNCIAS BIOLÓGICAS,Matutino,2.1,"495,68","557,86"
CIÊNCIAS BIOLÓGICAS,Matutino,2.2,"652,38","717,94"
CIÊNCIAS BIOLÓGICAS,Matutino,3.1,"492,82","569,98"
CIÊNCIAS BIOLÓGICAS,Matutino,3.2,"632,08","725,28"
CIÊNCIAS BIOLÓGICAS,Matutino,4.1,"517,30","597,72"
CIÊNCIAS BIOLÓGICAS,Matutino,4.2,"677,52","714,26"
CIÊNCIAS BIOLÓGICAS,Matutino,x,"699,70","779,68"
CIÊNCIAS BIOLÓGICAS,Noturno,1.1,"514,40","559,12"
CIÊNCIAS BIOLÓGICAS,Noturno,1.2,"651,54","687,14"
CIÊNCIAS BIOLÓGICAS,Noturno,2.1,"515,62","596,34"
CIÊNCIAS BIOLÓGICAS,Noturno,2.2,"647,18","677,82"
CIÊNCIAS BIOLÓGICAS,Noturno,3.1,"439,16","547,02"
CIÊNCIAS BIOLÓGICAS,Noturno,3.2,"652,12","677,62"
CIÊNCIAS BIOLÓGICAS,Noturno,4.1,"404,44","563,92"
CIÊNCIAS BIOLÓGICAS,Noturno,4.2,"673,62","715,58"
CIÊNCIAS BIOLÓGICAS,Noturno,x,"677,50","755,50"
CIÊNCIAS CONTÁBEIS,Noturno,1.1,"480,56","585,68"
CIÊNCIAS CONTÁBEIS,Noturno,1.2,"666,42","679,38"
CIÊNCIAS CONTÁBEIS,Noturno,2.1,"359,22","639,02"
CIÊNCIAS CONTÁBEIS,Noturno,2.2,"674,76","694,10"
CIÊNCIAS CONTÁBEIS,Noturno,3.1,"509,92","604,54"
CIÊNCIAS CONTÁBEIS,Noturno,3.2,"655,94","692,60"
CIÊNCIAS CONTÁBEIS,Noturno,4.1,"517,18","654,24"
CIÊNCIAS CONTÁBEIS,Noturno,4.2,"689,26","748,32"
CIÊNCIAS CONTÁBEIS,Noturno,x,"702,64","755,86"
CIÊNCIAS DO ESTADO,Vespertino,1.1,"523,68","548,82"
CIÊNCIAS DO ESTADO,Vespertino,1.2,"632,60","671,10"
CIÊNCIAS DO ESTADO,Vespertino,2.1,"492,02","520,86"
CIÊNCIAS DO ESTADO,Vespertino,2.2,"561,20","687,40"
CIÊNCIAS DO ESTADO,Vespertino,3.1,"595,50","635,08"
CIÊNCIAS DO ESTADO,Vespertino,3.2,"607,92","698,52"
CIÊNCIAS DO ESTADO,Vespertino,4.1,"651,04","651,04"
CIÊNCIAS DO ESTADO,Vespertino,4.2,"657,18","708,16"
CIÊNCIAS DO ESTADO,Vespertino,x,"683,08","744,90"
CIÊNCIAS ECONÔMICAS,Matutino,1.1,"527,46","538,34"
CIÊNCIAS ECONÔMICAS,Matutino,1.2,"661,86","718,90"
CIÊNCIAS ECONÔMICAS,Matutino,2.1,"587,96","633,26"
CIÊNCIAS ECONÔMICAS,Matutino,2.2,"692,92","717,92"
CIÊNCIAS ECONÔMICAS,Matutino,3.1,"541,16","624,78"
CIÊNCIAS ECONÔMICAS,Matutino,3.2,"670,80","707,54"
CIÊNCIAS ECONÔMICAS,Matutino,4.1,"516,22","584,94"
CIÊNCIAS ECONÔMICAS,Matutino,4.2,"682,08","754,90"
CIÊNCIAS ECONÔMICAS,Matutino,x,"730,70","782,44"
CIÊNCIAS SOCIAIS,Matutino,1.1,"518,50","555,86"
CIÊNCIAS SOCIAIS,Matutino,1.2,"634,52","663,24"
CIÊNCIAS SOCIAIS,Matutino,2.1,"523,56","569,08"
CIÊNCIAS SOCIAIS,Matutino,2.2,"642,98","686,76"
CIÊNCIAS SOCIAIS,Matutino,3.1,"439,78","589,96"
CIÊNCIAS SOCIAIS,Matutino,3.2,"631,12","680,58"
CIÊNCIAS SOCIAIS,Matutino,4.1,"541,18","613,04"
CIÊNCIAS SOCIAIS,Matutino,4.2,"661,82","719,90"
CIÊNCIAS SOCIAIS,Matutino,x,"663,22","749,00"
CIÊNCIAS SOCIOAMBIENTAIS,Noturno,1.1,"505,80","553,18"
CIÊNCIAS SOCIOAMBIENTAIS,Noturno,1.2,"575,02","638,00"
CIÊNCIAS SOCIOAMBIENTAIS,Noturno,2.1,"494,56","550,30"
CIÊNCIAS SOCIOAMBIENTAIS,Noturno,2.2,"597,80","689,18"
CIÊNCIAS SOCIOAMBIENTAIS,Noturno,3.1,"613,16","629,32"
CIÊNCIAS SOCIOAMBIENTAIS,Noturno,3.2,"627,42","651,42"
CIÊNCIAS SOCIOAMBIENTAIS,Noturno,4.1,"559,24","559,24"
CIÊNCIAS SOCIOAMBIENTAIS,Noturno,4.2,"660,04","687,58"
CIÊNCIAS SOCIOAMBIENTAIS,Noturno,x,"624,04","724,08"
"CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS MÓVEIS",Matutino,1.1,"490,02","556,02"
"CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS MÓVEIS",Matutino,1.2,"595,94","635,86"
"CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS MÓVEIS",Matutino,2.1,"528,88","528,88"
"CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS MÓVEIS",Matutino,2.2,"610,44","646,74"
"CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS MÓVEIS",Matutino,3.1,"538,68","580,92"
"CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS MÓVEIS",Matutino,3.2,"548,18","654,72"
"CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS MÓVEIS",Matutino,4.1,"551,72","551,72"
"CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS MÓVEIS",Matutino,4.2,"566,40","679,92"
"CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS MÓVEIS",Matutino,x,"653,56","776,24"
CONTROLADORIA E FINANÇAS,Matutino,1.1,"550,66","556,18"
CONTROLADORIA E FINANÇAS,Matutino,1.2,"611,54","707,28"
CONTROLADORIA E FINANÇAS,Matutino,2.1,"496,40","509,10"
CONTROLADORIA E FINANÇAS,Matutino,2.2,"651,04","683,78"
CONTROLADORIA E FINANÇAS,Matutino,3.1,"530,66","542,46"
CONTROLADORIA E FINANÇAS,Matutino,3.2,"601,88","697,84"
CONTROLADORIA E FINANÇAS,Matutino,4.1,"527,00","532,46"
CONTROLADORIA E FINANÇAS,Matutino,4.2,"696,08","723,08"
CONTROLADORIA E FINANÇAS,Matutino,x,"704,92","763,40"
DESIGN,Noturno,1.1,"399,48","550,12"
DESIGN,Noturno,1.2,"641,58","667,34"
DESIGN,Noturno,2.1,"552,58","552,58"
DESIGN,Noturno,2.2,"673,96","685,84"
DESIGN,Noturno,3.1,"471,52","581,50"
DESIGN,Noturno,3.2,"649,82","726,22"
DESIGN,Noturno,4.1,"577,62","646,90"
DESIGN,Noturno,4.2,"678,24","707,14"
DESIGN,Noturno,x,"687,68","736,96"
DIREITO,Matutino,1.1,"554,72","629,98"
DIREITO,Matutino,1.2,"683,68","730,34"
DIREITO,Matutino,2.1,"448,66","708,98"
DIREITO,Matutino,2.2,"692,36","752,28"
DIREITO,Matutino,3.1,"557,92","655,90"
DIREITO,Matutino,3.2,"710,90","749,76"
DIREITO,Matutino,4.1,"588,06","653,36"
DIREITO,Matutino,4.2,"724,66","774,18"
DIREITO,Matutino,x,"742,92","818,54"
DIREITO,Noturno,1.1,"585,92","680,72"
DIREITO,Noturno,1.2,"686,34","720,84"
DIREITO,Noturno,2.1,"620,56","664,14"
DIREITO,Noturno,2.2,"698,82","738,16"
DIREITO,Noturno,3.1,"479,88","626,46"
DIREITO,Noturno,3.2,"701,52","741,30"
DIREITO,Noturno,4.1,"605,04","706,02"
DIREITO,Noturno,4.2,"722,66","769,46"
DIREITO,Noturno,x,"737,64","790,28"
EDUCAÇÃO FÍSICA (Bacharelado),Matutino,1.1,"484,18","577,62"
EDUCAÇÃO FÍSICA (Bacharelado),Matutino,1.2,"619,52","676,96"
EDUCAÇÃO FÍSICA (Bacharelado),Matutino,2.1,"516,86","665,60"
EDUCAÇÃO FÍSICA (Bacharelado),Matutino,2.2,"640,42","707,02"
EDUCAÇÃO FÍSICA (Bacharelado),Matutino,3.1,"555,90","590,80"
EDUCAÇÃO FÍSICA (Bacharelado),Matutino,3.2,"666,28","686,74"
EDUCAÇÃO FÍSICA (Bacharelado),Matutino,4.1,"408,52","552,24"
EDUCAÇÃO FÍSICA (Bacharelado),Matutino,4.2,"657,42","711,66"
EDUCAÇÃO FÍSICA (Bacharelado),Matutino,x,"663,58","770,50"
EDUCAÇÃO FÍSICA (Bacharelado),Noturno,1.1,"519,10","591,42"
EDUCAÇÃO FÍSICA (Bacharelado),Noturno,1.2,"626,50","671,44"
EDUCAÇÃO FÍSICA (Bacharelado),Noturno,2.1,"481,38","572,06"
EDUCAÇÃO FÍSICA (Bacharelado),Noturno,2.2,"671,62","680,76"
EDUCAÇÃO FÍSICA (Bacharelado),Noturno,3.1,"335,34","570,38"
EDUCAÇÃO FÍSICA (Bacharelado),Noturno,3.2,"656,08","679,58"
EDUCAÇÃO FÍSICA (Bacharelado),Noturno,4.1,"544,74","544,74"
EDUCAÇÃO FÍSICA (Bacharelado),Noturno,4.2,"668,52","695,52"
EDUCAÇÃO FÍSICA (Bacharelado),Noturno,x,"660,88","741,38"
EDUCAÇÃO FÍSICA (Licenciatura),Matutino,1.1,"520,86","554,76"
EDUCAÇÃO FÍSICA (Licenciatura),Matutino,1.2,"600,02","670,02"
EDUCAÇÃO FÍSICA (Licenciatura),Matutino,2.1,"456,82","545,02"
EDUCAÇÃO FÍSICA (Licenciatura),Matutino,2.2,"637,94","660,18"
EDUCAÇÃO FÍSICA (Licenciatura),Matutino,3.1,"564,68","576,70"
EDUCAÇÃO FÍSICA (Licenciatura),Matutino,3.2,"601,76","668,42"
EDUCAÇÃO FÍSICA (Licenciatura),Matutino,4.1,"621,26","621,26"
EDUCAÇÃO FÍSICA (Licenciatura),Matutino,4.2,"642,92","695,46"
EDUCAÇÃO FÍSICA (Licenciatura),Matutino,x,"648,64","715,48"
ENFERMAGEM,Matutino,1.1,"469,04","622,56"
ENFERMAGEM,Matutino,1.2,"645,76","717,74"
ENFERMAGEM,Matutino,2.1,"516,90","625,72"
ENFERMAGEM,Matutino,2.2,"656,62","707,44"
ENFERMAGEM,Matutino,3.1,"514,78","647,00"
ENFERMAGEM,Matutino,3.2,"677,56","711,40"
ENFERMAGEM,Matutino,4.1,"521,46","690,86"
ENFERMAGEM,Matutino,4.2,"666,98","744,18"
ENFERMAGEM,Matutino,x,"677,44","766,76"
ENGENHARIA AEROESPACIAL,Matutino,1.1,"553,62","629,40"
ENGENHARIA AEROESPACIAL,Matutino,1.2,"706,92","727,76"
ENGENHARIA AEROESPACIAL,Matutino,2.1,"623,06","623,06"
ENGENHARIA AEROESPACIAL,Matutino,2.2,"703,70","754,80"
ENGENHARIA AEROESPACIAL,Matutino,3.1,"631,34","696,66"
ENGENHARIA AEROESPACIAL,Matutino,3.2,"722,74","766,94"
ENGENHARIA AEROESPACIAL,Matutino,4.1,"595,42","595,42"
ENGENHARIA AEROESPACIAL,Matutino,4.2,"751,24","767,10"
ENGENHARIA AEROESPACIAL,Matutino,x,"763,70","822,40"
ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,1.1,"559,12","601,36"
ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,1.2,"558,40","646,46"
ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,2.1,"434,46","577,12"
ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,2.2,"594,78","650,10"
ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,3.1,"518,96","575,64"
ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,3.2,"531,56","636,84"
ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,4.1,"516,84","516,84"
ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,4.2,"568,12","656,68"
ENGENHARIA AGRÍCOLA E AMBIENTAL,Matutino,x,"564,26","719,02"
ENGENHARIA AMBIENTAL,Matutino,1.1,"536,86","562,54"
ENGENHARIA AMBIENTAL,Matutino,1.2,"636,82","688,64"
ENGENHARIA AMBIENTAL,Matutino,2.1,"357,94","544,30"
ENGENHARIA AMBIENTAL,Matutino,2.2,"631,88","703,54"
ENGENHARIA AMBIENTAL,Matutino,3.1,"456,84","591,48"
ENGENHARIA AMBIENTAL,Matutino,3.2,"626,46","697,64"
ENGENHARIA AMBIENTAL,Matutino,4.1,"581,30","581,30"
ENGENHARIA AMBIENTAL,Matutino,4.2,"664,76","741,82"
ENGENHARIA AMBIENTAL,Matutino,x,"691,16","753,90"
ENGENHARIA CIVIL,Matutino,1.1,"497,92","633,64"
ENGENHARIA CIVIL,Matutino,1.2,"677,24","712,26"
ENGENHARIA CIVIL,Matutino,2.1,"516,94","609,88"
ENGENHARIA CIVIL,Matutino,2.2,"682,44","732,20"
ENGENHARIA CIVIL,Matutino,3.1,"495,82","655,58"
ENGENHARIA CIVIL,Matutino,3.2,"668,98","725,10"
ENGENHARIA CIVIL,Matutino,4.1,"463,56","636,54"
ENGENHARIA CIVIL,Matutino,4.2,"709,36","762,04"
ENGENHARIA CIVIL,Matutino,x,"709,40","782,80"
ENGENHARIA DE ALIMENTOS,Matutino,1.1,"587,10","587,10"
ENGENHARIA DE ALIMENTOS,Matutino,1.2,"534,34","656,68"
ENGENHARIA DE ALIMENTOS,Matutino,2.1,"487,86","555,06"
ENGENHARIA DE ALIMENTOS,Matutino,2.2,"511,58","670,44"
ENGENHARIA DE ALIMENTOS,Matutino,3.1,"631,86","631,86"
ENGENHARIA DE ALIMENTOS,Matutino,3.2,"539,30","633,62"
ENGENHARIA DE ALIMENTOS,Matutino,4.1,"504,84","536,38"
ENGENHARIA DE ALIMENTOS,Matutino,4.2,"467,44","679,24"
ENGENHARIA DE ALIMENTOS,Matutino,x,"535,96","748,32"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,1.1,"536,42","536,42"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,1.2,"669,98","723,64"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,2.1,"565,12","566,74"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,2.2,"674,24","713,76"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,3.1,"503,32","569,76"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,3.2,"694,04","762,64"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,4.1,"557,22","671,60"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,4.2,"717,26","792,62"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Matutino,x,"731,26","789,66"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,1.1,"437,30","613,34"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,1.2,"664,32","702,76"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,2.1,"663,30","663,30"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,2.2,"694,36","716,70"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,3.1,"459,60","590,92"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,3.2,"710,94","741,14"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,4.1,"488,42","576,68"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,4.2,"717,02","746,76"
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Noturno,x,"711,78","756,56"
ENGENHARIA DE MINAS,Matutino,1.1,"560,24","567,34"
ENGENHARIA DE MINAS,Matutino,1.2,"628,80","700,62"
ENGENHARIA DE MINAS,Matutino,2.2,"639,34","723,14"
ENGENHARIA DE MINAS,Matutino,3.1,"575,78","622,02"
ENGENHARIA DE MINAS,Matutino,3.2,"658,14","719,32"
ENGENHARIA DE MINAS,Matutino,4.2,"695,52","738,46"
ENGENHARIA DE MINAS,Matutino,x,"700,18","752,22"
ENGENHARIA DE PRODUÇÃO,Matutino,1.1,"549,94","617,00"
ENGENHARIA DE PRODUÇÃO,Matutino,1.2,"637,52","705,20"
ENGENHARIA DE PRODUÇÃO,Matutino,2.1,"572,72","603,82"
ENGENHARIA DE PRODUÇÃO,Matutino,2.2,"657,14","727,90"
ENGENHARIA DE PRODUÇÃO,Matutino,3.1,"533,86","615,34"
ENGENHARIA DE PRODUÇÃO,Matutino,3.2,"679,80","738,32"
ENGENHARIA DE PRODUÇÃO,Matutino,4.1,"515,06","542,28"
ENGENHARIA DE PRODUÇÃO,Matutino,4.2,"650,20","753,58"
ENGENHARIA DE PRODUÇÃO,Matutino,x,"737,90","796,36"
ENGENHARIA DE SISTEMAS,Noturno,1.1,"554,80","562,02"
ENGENHARIA DE SISTEMAS,Noturno,1.2,"652,06","708,08"
ENGENHARIA DE SISTEMAS,Noturno,2.1,"584,18","584,18"
ENGENHARIA DE SISTEMAS,Noturno,2.2,"681,16","695,08"
ENGENHARIA DE SISTEMAS,Noturno,3.1,"583,40","634,92"
ENGENHARIA DE SISTEMAS,Noturno,3.2,"695,08","705,88"
ENGENHARIA DE SISTEMAS,Noturno,4.1,"638,94","638,94"
ENGENHARIA DE SISTEMAS,Noturno,4.2,"703,44","741,88"
ENGENHARIA DE SISTEMAS,Noturno,x,"714,74","783,56"
ENGENHARIA ELÉTRICA,Matutino,1.1,"476,54","563,62"
ENGENHARIA ELÉTRICA,Matutino,1.2,"676,44","762,18"
ENGENHARIA ELÉTRICA,Matutino,2.1,"495,24","647,70"
ENGENHARIA ELÉTRICA,Matutino,2.2,"689,52","747,60"
ENGENHARIA ELÉTRICA,Matutino,3.1,"572,94","597,68"
ENGENHARIA ELÉTRICA,Matutino,3.2,"707,56","744,50"
ENGENHARIA ELÉTRICA,Matutino,4.1,"549,44","705,74"
ENGENHARIA ELÉTRICA,Matutino,4.2,"725,10","781,72"
ENGENHARIA ELÉTRICA,Matutino,x,"736,82","805,94"
ENGENHARIA FLORESTAL,Matutino,1.2,"577,86","656,10"
ENGENHARIA FLORESTAL,Matutino,2.1,"534,96","534,96"
ENGENHARIA FLORESTAL,Matutino,2.2,"578,62","665,00"
ENGENHARIA FLORESTAL,Matutino,3.1,"530,90","530,90"
ENGENHARIA FLORESTAL,Matutino,3.2,"582,84","645,32"
ENGENHARIA FLORESTAL,Matutino,4.1,"572,08","572,08"
ENGENHARIA FLORESTAL,Matutino,4.2,"551,86","669,86"
ENGENHARIA FLORESTAL,Matutino,x,"580,90","709,58"
ENGENHARIA MECÂNICA,Matutino,1.1,"528,30","632,12"
ENGENHARIA MECÂNICA,Matutino,1.2,"679,86","716,76"
ENGENHARIA MECÂNICA,Matutino,2.1,"587,48","601,80"
ENGENHARIA MECÂNICA,Matutino,2.2,"657,02","754,38"
ENGENHARIA MECÂNICA,Matutino,3.1,"531,84","577,16"
ENGENHARIA MECÂNICA,Matutino,3.2,"693,72","755,88"
ENGENHARIA MECÂNICA,Matutino,4.1,"607,70","608,48"
ENGENHARIA MECÂNICA,Matutino,4.2,"733,18","763,66"
ENGENHARIA MECÂNICA,Matutino,x,"748,50","800,24"
ENGENHARIA MECÂNICA,Noturno,1.1,"562,86","615,82"
ENGENHARIA MECÂNICA,Noturno,1.2,"691,62","716,38"
